language,id,country,user_type,organization,surname,feedback,status,company_size,first_name,reference_initiative,date_feedback,publication,publication_id,publication_status,tr_number,scope,governance_level
en,2663361,DEU,other,EIT Health,Conning,"•	EIT Health welcomes the proposed AI Regulation and its ambition to create horizontal legislation overseeing AI and to maximise the safety and trustworthiness of this technology. We welcome the creation of a risk-classification of AI and prohibition of certain AI in alignment with the OECD, as this type of risk management is vital to ensuring uptake of this important technology.
•	With the importance of AI in the healthcare context in mind, the AI Act should support – not supress – innovation. Additional requirements and conformity assessments imposed by the foreseen legislation should therefore be combined or simplified to the greatest extent possible, and accompanied by clear guidance and support to innovators of all sizes to provide certainty and ensure they are not inhibited by additional regulatory requirements.
•	To avoid delays both in terms of innovations coming to market and patient access to new technologies and treatments, notified bodies and other authorities should be supported by the EU to ensure they are able to assess AI coming to market quickly whilst complying with the necessary safety assessments. 
•	We welcome the European AI Board but stress the need for cohesion with other EU level boards to ensure complete harmonisation of legislation to reduce regulatory burden. The proposed independent expert group is a positive inclusion, and EIT Health would welcome the opportunity to participate to provide insight and real-world evidence generated from its network of health innovators.  
•	Other stakeholders within the healthcare ecosystem need to be supported in the uptake and use of AI, notably patients and healthcare professionals. Appropriate education and upskilling on all the relevant aspects of AI and its utility in healthcare should be incorporated within existing and future curricula, and continued professional education for healthcare professionals is a vital foundational step. EIT Health’s education pillar has trained or educated 43,000 graduates and professionals, through activities including Summer Schools, Fellowships and Master’s/PhD programmes. On AI specifically, the EIT Health project HelloAI RES Online (https://eithealth.eu/project/helloairis/) was designed to introduce medical professionals to AI and equip them with the skills needed to allow them to benefit from the ongoing evolution of the healthcare field.
•	The proposed Regulation must have appropriate flexibility to accommodate sector specific issues, notably in health, where the risks are greater and the level of regulation already high. The proposal finds itself overlapping with many health sector specific and horizontal legislation (DGA, EHDS, MDR, IVDR, EHDS) and appropriate measures must be taken to ensure that health innovation is still allowed to thrive whilst of course ensuring patient safety. 
•	Further clarity is needed on how healthcare AI outside of the scope of the MDR and IVDR will be regulated, notably when used for research purposes.
•	Finally, EIT Health welcomes the assurances created by looking at the whole value chain, and calls upon the Commission to find the right balance between support for innovation and building public trust in clear regulation, enabling safe and secure exchange of data and the development of new innovative AI.
",PUBLISHED,medium,Sameena,COM(2021)206,2021-07-29 15:18:15,withinfo,24212003,closed,781385241347-65 ,,
en,2663359,DEU,company,Bayer AG,van Randenborgh,"Mastering the new opportunities and challenges of innovation in life sciences is key for societies in the 21st century. One important element is a supportive policy and regulatory framework that fosters scientific advancement while at the same time ensuring trust and a high safety standard for human health and the environment. Bayer stands at the forefront of the “Bio-Revolution” with Artificial Intelligence (AI) being a crucial technical enabler for drug development, applications in Cell- and Gene-Therapy, New-Breeding-Techniques or Data-Driven-Farming.
 
The way AI is regulated is a decisive factor for EU’s future competitiveness in the international field. Bayer shares the EU Commission’s ambition of making Europe a world-leading destination for the development and deployment of trustworthy AI.  In order to maintain Europe’s competitiveness, the Act should not impose unproportionate duties on European AI providers. To create an even playing field for European AI providers with the rest of the world, the Act itself must be competitive to non-European AI legislation. 

As an active member of the EU Commission’s AI High-Level Expert Group 2018-20, Bayer has been working on human centered policy proposals for the regulation of AI that ground on a risk-based approach combined with a sector-specific regulation. We therefore highly welcome that the EU Commission has put the risk-based approach at the center of the regulation and are convinced that looking at the risk of applications is key to strike the balance between necessary regulation and innovative freedom. 

Below, we present our initial assessment of the proposal:

Definition
We welcome that the definition of AI in the proposal builds on the work of the OECD with its technology-neutral character allowing for the fast developments of AI technologies. However, parts of the proposed definition focus on outdated aspects of AI, such as logic- and knowledge-based approaches and optimized searched methods (Annex 1 (b) and (c), respectively). Rather, the definition of AI should focus and include current and future aspects of AI to avoid overly broad application.

Regulatory Environment
We understand that AI is a cross-cutting technique that falls under various existing legislation but are concerned that an overly complex regulatory environment is created. Especially for AI systems that are in scope of sector specific legislation (e.g. medical devices) three regulatory dimensions would apply: the proposed AI Act, the Medical Devices Regulation and the General Data Protection Regulation (GDPR) with overlapping requirements, such as for technical documentation. Furthermore, the proposal does not solve the tension between GDPR principles, such as data minimization, purpose limitation or storage limitation, and the full deployment of the potential of AI. Clear guidance from data protection authorities is required on the processing of personal data in the context of AI.

Validation – Human domain – Risk approach 
High quality data is essential for the successful uptake of safe AI in Europe. To ensure the consistency between training data and production data, the validation mechanisms could extend to include ground-truth evidence to reproduce the underlying data generating process. Further, the inclusion of human domain experts in certain cases would also be beneficial to detect incongruences between AI output and rational conclusions. 

Governance structure & penalties
The successful development and deployment of AI in Europe will also depend on the governance requirements for the underlying data. Bayer asks for more clarity on the governance structure and to whom, for instance, serious incidents must be reported.
",PUBLISHED,large,Charlotte,COM(2021)206,2021-07-29 15:02:22,withinfo,24212003,closed,3523776801-85,,
en,2663358,FRA,company,ORANGE,DOUTRIAUX,"Orange’s preliminary position on the Artificial Intelligence Act

Orange welcomes the opportunity to comment on the European Commission’s proposal for an Artificial Intelligence Act. This proposal, a first of a kind as highlighted by the EC, will have significant implications for AI ecosystems once it enters into force. And with AI being increasingly part of manufacturing, logistics and services sectors, it will have far reaching implications for EU economies. It is hence of utmost importance that the AI Act strikes a right balance between the need to ensure that AI applications implemented and used in the EU follow clear ethical principles, including strong governance and transparency rules, and the necessity to ensure that EU players thrive and innovate in the global race for AI leadership without undue burdens.

Orange is committed to applying ethical principles in AI. We have been actively involved in the High Level Expert Group that crafted ethical principles to advise the Commission. Orange and Arborus  have also revealed the first International Charter for inclusive AI whose aim is to ensure AI is designed, deployed and operated in a responsible and inclusive way. More recently, Orange set up a “Data and AI Ethics Council”  made up of 11 independent recognized experts of the field. 

As a general comment, we support the risk-based approach adopted by the EC in its proposal, in line with Orange’s initial reactions to the Commission’s white paper on Artificial Intelligence . In particular, Orange considers that the prohibition of some unacceptable-risk AI as outlined in the proposal is aligned with EU values and ethical principles. In addition, Orange approves the EC’s proposal to set transparency obligations on low-risk AI that interacts with humans.

There are however some significant concerns, which could put undue and possibly excessive burden on significant parts of the European AI ecosystem:
- The definition of AI as currently drafted includes a number of techniques, including statistical methods, or expert systems, which have long been used in a number of IT developments without raising any specific issue. This means there is a risk that a significant part of existing digital activities would be considered as AI and have to comply with new regulation especially for high-risk, whereas this is not the core objective of the AI Act; 
- The requirements for high-risk AI may be costly and difficult to achieve. Record-keeping obligations might for instance represent excessive amounts of data to be stored. 
There is also a risk of deterring innovation in the EU since burdensome requirements could possibly hinder the development of AI activities in the EU compared to other parts of the world that have no such constraints. The EU could turn out to be an importer of innovation developed elsewhere. 

Orange therefore advocates that:
- The AI definition should be streamlined, in order to avoid capturing standard IT systems or algorithms, and focus solely on the categories that are the most prone to ethical issues ; 
- The requirements should be streamlined to a principle-based approach, while specific aspects should be tackled through existing product legislation or the forthcoming revised versions of the product safety and product liability directives; 
- To promote innovation, the requirements should favor a fair and sustainable competition between European companies and non-EU competitors.

More details are available in the attached preliminary position paper. 
",PUBLISHED,large,AURELIE,COM(2021)206,2021-07-29 14:57:46,withinfo,24212003,closed,76704342721-41,,
de,2663356,DEU,business_association,Vereinigung der Arbeitgeberverbände der Deutschen Papierindustrie e. V.,Dr. Berger,"Wir begrüßen den risikobasierten Ansatz der Kommission, der im Verordnungsvorschlag über künstliche Intelligenz skizziert wird, und teilen das Bestreben, KI sicher, rechtmäßig und im Einklang mit den EU-Grundrechten zu gestalten. 

Weitere Einzelheiten: Siehe beigefügte Stellungnahme der VAP.",PUBLISHED,small,Hans-Peter,COM(2021)206,2021-07-29 14:55:35,withinfo,24212003,closed,009318117132-67,,
en,2663348,BEL,company,Eurosmart,Dornier,"Eurosmart, the Voice of the Digital Security Industry, welcomes the Commission’s proposal for an Artificial Intelligence (AI) Act. Our association has been advocating for years for EU requirements covering AI systems. 

Eurosmart would like to comment on the following items -each of them is further detailed in the attached file:

•	Definition of AI systems
The current definition of an AI system is very narrow as it covers only software and not hardware. In addition, the list of techniques mentioned in Annex I covers technologies that would not usually be considered AI (e.g. traditional data analysis tools). 

•	Cybersecurity certification
Eurosmart calls on the European Commission to request ENISA to prepare European cybersecurity schemes for AI. Genuineness of data, access rights, security of supply chain, and cross-industry relations are elements to consider. 

•	Predictability
Standards and technical specifications must be clear regarding the necessary threshold of predictability. It is important to fund research projects in this area. 

•	Standards
Eurosmart enjoins the European Commission to issue a standardisation request to European Standardisation Organisations (CEN-CENELEC and ETSI) to support the AI Act. 

•	GDPR certification
There is currently no solution to GDPR-certify a device. Operational and technical requirements are missing for GDPR certification.

•	Auditability of data
Access to source code for auditability of data must be strictly regulated. 

•	Data sharing
Eurosmart supports the current initiatives to foster data sharing, such as the Data Governance Act. Data sharing should take the aging process into account. 

•	Risk-based approach
Clear guidelines are needed to help manufacturers know whether their products fall within the high-risk category. Personal authentication systems should not fall within this category.

•	Diverted/non-intended use of AI systems
Eurosmart enjoins the European Commission to consider situations whereby the initial intended use of an AI system is diverted to another use that falls into the high-risk or banned categories.

•	Real-time biometric identification in publicly accessible spaces
Eurosmart questions allowing for private companies a use case that is prohibited for public authorities.

•	Competitiveness
The EU needs its own structure to certify algorithms. It should also put the emphasis on an AI trust mark so that the AI Act becomes a competitive advantage and not an obstacle to export.


Please find below Eurosmart’s detailed feedback on the AI Act.
",PUBLISHED,micro,Camille,COM(2021)206,2021-07-29 13:27:17,withinfo,24212003,closed,21856815315-64 ,,
en,2663341,FRA,business_association,GFII,Marquet,"First of all, thanks to the European Commission to enable the GFII to answer this consultation on the draft regulation on AI.
 1) Readability of the text
The draft is rather complex to understand; understanding difficulties may then generate difficulties for being compliant, especially for SMEs and start up. 
 a) We invite then the legislator:
- to amend the structure of the document by separating:
- requirements dedicated to AI systems defined in the article 6 (1) / annex II and possibly Annex III (1)
- requirements dedicated to AI systems defined in the article 6 (2)
- requirements dedicated to AI systems defined in the annex III (6 to 8)
- to define the requirements from the AI provider point of view, ie the operator that will have to comply with the future regulation, with a logical ie process oriented redactional architecture, step by step, from the ex-ante conformity assessment, the permanent monitoring procedures to the ex-post controls.
 b) If the requirements integrate the intervention of a notified body, its role and responsibilities should be provided then and not in a separate chapter.
- not to require from the reader to jumb from one article to another to understand the one being currently read,
- to consider that not all AI providers that will have to comply with this future regulation are aware and comfortable with the Union Harmonization Legislation, regulation 2019/1020 etc.
 2) The definition of AI system (art 3 (1)) is unclear. As a matter of fact, not all users install an AI software internally. Some of them access the output (prediction, recommendation, decision, indicator …) only, the output being provided by the AI provider that has developed the AI system. In other words, we can have the software and the use of the software, the output only and the use of the output only, or both.
A clarification is then required.
3) Unclear notions and functions
a) In article 83(2), a clarification of what are “significant changes in their design or intented purpose” would be welcome, as well as a more precise definition of “substantial modification” (art 3 (23)). What is significant / substantial is rather subjective and difficult to comply with. 
b) The respective role of national supervisory authority (ies) and market surveillance authorities is not clear, especially for IA systems defined in the article 6 (2) and annex III. 
c) Relation between the AI regulation and the different Data legislations : cf the article 10 on data and data governance, a strong coherence between the future AI regulation and the existing (GDPR, PSI III) or future (Data Governance Act, Data Act)  legislations or other sectoral legislations will be key.
Since the beginning of the Open Data directive recast process, GFII underlines that, as well mentioned in the “Strategy for Data”, “the value of data lies in its use and re-use”, in particular by AI systems.

Practically speaking, it means that one same and unique right, identical for all re-users of data, generates de facto a restrictive right for some of the use cases, which looks quite counterproductive according to the objective of development of the data economy.

There are different categories of re-users, whose economic and legal environments are different, which can / could justify that data could be made available and re-used differently.
Of course, rights and duties should remain equitable, practical and explicit and data should circulate in the EU as well as between sectors.

This is why we would consider pertinent to have different levels of data access / re-use rights as well as different levels of legal rights and duties according to the purpose of re-use and reusers’ end-users.
Let’s take an example : notion of “natural persons” in Annex 3 :“AI systems intended to be used to evaluate the creditworthiness of natural persons or establish their credit score, with the exception of AI systems put into service by small scale providers for their own use” are considered as high risk AI",PUBLISHED,micro,Anne-Claire,COM(2021)206,2021-07-29 12:40:02,withinfo,24212003,closed,,,
en,2663340,FRA,company,SOCIETE GENERALE,GEORGES,Please see the attached file,PUBLISHED,large,Bernard,COM(2021)206,2021-07-29 12:39:21,withinfo,24212003,closed,34369111614-57,,
en,2663339,BEL,business_association,European Automobile Manufacturers Association (ACEA),Marazzi,"ACEA is thankful for the opportunity provided by the Commission to comment on the proposed AI Act, adopted on 21 April 2021. 

The present ACEA response, attached hereunder, builds on ACEA’s previous contributions to the Commission’s White Paper (12 June 2020, document No. F530044, link: https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/public-consultation_en) and Commission’s inception impact assessment (9 September 2020, link: https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F550804_en).

The paper is structured into four main sections presenting the industry’s remarks on the current Proposal and questions to be clarified. 
The first section addresses our general remarks and questions on the notion of provider and user, their obligations and the scope of the AI Act. 
The second section includes our comments and requests for clarification as regard to motor vehicles and their safety components. 
The third section presents the remarks concerning all other AI systems falling within the direct scope of the AI Act and with relevance for automakers.
The fourth and final section addresses important questions on the mandatory technical requirements for high-risk AI systems and other provisions, in view of clarifying ambiguous aspects and improving the current regulatory text.

Please kindly refer to the document attached below.
",PUBLISHED,small,Marta,COM(2021)206,2021-07-29 12:28:11,withinfo,24212003,closed,,,
en,2663328,FRA,company,France Industrie,,Please find our position enclosed.,PUBLISHED,small,,COM(2021)206,2021-07-29 10:47:28,anonymous,24212003,closed,60974102057-03,,
en,2663324,BEL,company,EUCOPE,Louette,"Representing small and medium-sized companies active in life sciences, EUCOPE acknowledges the Commission’s efforts in proposing a legal framework for Artificial Intelligence (AI). We particularly welcome the commitment from the Commission to strive for a balanced approach, as stated in the explanatory memorandum of the proposal.
For AI to realise its potential, a key prerequisite is the establishment of a balanced and fit-for-purpose regulatory framework ensuring trust and adhesion of the European citizens.
Many of the AI-based solutions used in healthcare and by the health sector will be classified as medical devices (MD) or in-vitro diagnostic (IVD) medical devices, and therefore already covered by the Medical Devices Regulation (MDR) 2017/745 and the IVD Regulation (IVDR) 2017/746. We understand from Article 47.6 from the proposal that those devices will be exempted from an additional ex-ante conformity assessment, as, indeed, they would have already gone through a substantial conformity assessment most often via a Notified Body, before entering the market. We understand that this single Notified Body assessment will address conformity with the MDR or IVDR, whichever is applicable, as well as the AI regulation.  EUCOPE would welcome, however, more clarity on the interplay between the Commission proposal and Regulations 217/746 and 217/746 in that sense, as well as on the obligations for serious incidents reporting (Article 62.3 of the proposal) on what exactly the Commission intends as breach of obligations under Union law intended to protect fundamental rights. 
To avoid disconnects when sponsors attempt to comply with the different regulations, we call on the Commission to ensure good collaboration with its Medical Devices Coordination Group (MDCG) to discuss and iron out the interplay challenges between the different set of laws. We suggest that linkage between the various provisions of these regulations is explicit, so this interplay is clear.  We similarly suggest that the linkage between the AI regulation provisions and the General Data Protection Regulation (GDPR) provisions is explicit and clear, so that our industry can assess potential impacts of the interplay between these two regulations. 
We acknowledge the suggestions laid out by the Commission in Recital 68 and Article 47 of the proposal to allow for exceptional derogation from conformity assessment procedure. Such regulatory flexibility is crucial to cover for any emerging and urgent crisis, as demonstrated by the COVID-19 pandemic where the flexibility showed by the Commission and the EMA proved essential in developing vaccines or continuing clinical trials in Europe. 
We would also welcome more information on the relationship between the database as mentioned in Article 60 of the proposal and the newly established EUDAMED database for devices, as per the new devices Regulations. 
Also, we ask the Commission to take into account the administrative burden faced by small and medium-sized companies when different legal frameworks have so close connection. Any duplication of efforts should be avoided.
Finally, we would welcome more clarity on the annexes of the proposal and the definition of high risk, in particular confirmation that AI-based solutions used in healthcare and medical product development are not considered high-risk AI systems.  We would also suggest that the Regulation considers the potential for unforeseen consequences to the health care system, as well as scientific research and development of new and innovative pharmaceuticals and medical devices, when evaluating the AI regulation.  As the regulation is broad in nature and attempts to address the use of AI across all sectors, there is the potential for unanticipated impacts that could hinder scientific research and development. To avoid these unintended consequences, we respectfully ask that the Commission consider our industry when reviewing and revising the proposed regulation.
",PUBLISHED,micro,Laurent,COM(2021)206,2021-07-29 09:17:49,withinfo,24212003,closed,87600691525-93,,
en,2663310,USA,academic_research_instittution,Center for AI and Digital Policy (CAIDP),Rotenberg,"The Center for AI and Digital Policy (""CAIDP"") welcomes the opportunity to provide feedback as amendments to the text of draft Artificial Intelligence Act (“Proposal”) are considered.  This statement follows from CAIDP’s Statement to the European Commission, the European Parliament, and the European Council on April 20, 2021. 

	As we wrote in our initial statement on the Proposal, “this initiative may be the single most important legal framework for the digital economy to ensure the protection of fundamental rights.” We also wish to express support for the work of the European Commission to seek public comment on the Proposal. We believe that meaningful public participation in the development of AI strategies is a key indicator of the health of democratic institutions.

	The Center for AI and Digital Policy is a global research organization. In 2020 we published Artificial Intelligence and Democratic Values, a comprehensive review of the AI policies and practices in 30 countries.  We also created a methodology to assess AI national strategies. Our aim is to promote a world where technology promotes broad social inclusion based on fundamental rights, democratic institutions, and the rule of law.

In the CAIDP 2020 report AI and Democratic Values, we stated:

1.	Countries must establish national policies for AI that implement democratic values

2.	Countries must ensure public participation in AI policymaking and also create robust
mechanisms for independent oversight of AI systems

3.	Countries must guarantee fairness, accountability, and transparency in all AI systems


4. Countries must commit to these principles in the development, procurement, and implementation of AI systems for public services

5. Countries must halt the use of facial recognition for mass surveillance

	Our assessment of the draft EU AI Regulation is favorable. The draft EU AI Regulation will promote AI policies and practices and will bring more transparency to allow for ongoing evaluation and monitoring.  We also recognize the important step forward in the evolution of the internal market with the integration of fundamental rights compliance. As AI systems become more critical role for the digital economy, compliance with fundamental rights should be a necessary precondition for market participation. 

	We further fully support the objective to prohibit certain AI systems. Our review of country AI practices found that the clearest distinction between AI systems in authoritarian countries and AI systems in democratic countries is the use of facial recognition for mass surveillance. Such indiscriminate ongoing surveillance is intended precisely to coerce social behavior and to control populations. This AI technique has been used against political protesters and religious minorities, and will almost certainly be more widely deployed unless a clear prohibition is adopted. 

	Attached are the further recommendations of the CAIDP for the deliberations of the EU AI Regulation.",PUBLISHED,medium,Marc,COM(2021)206,2021-07-28 21:22:26,withinfo,24212003,closed,,,
en,2663295,BGR,other,No,Sotirova,"I need to talk from position to the roma muslimah. 
Im not used traditional clodres ekzatley fron scared. 
So this the conect with this new project about AI 
IF i use hijab like ekzample the sistems can understand mi face more easy. 
Automatic i wile have problems al ao mi dark face can be used by bad wey. 

I need freedom and i hope neq technology to be used not opresed people and give me him better life ",PUBLISHED,micro,GenoWeva,COM(2021)206,2021-07-28 16:54:33,withinfo,24212003,closed,No,,
en,2663289,GBR,other,UK Information Commissioner's Office,Hubbard,Please find feedback from the UK Information Commissioner attached.,PUBLISHED,large,Alex,COM(2021)206,2021-07-28 15:25:49,withinfo,24212003,closed,,,
fr,2663276,FRA,public_authority,ACPR,Dupont,"L’ACPR accueille très favorablement l’approche de la Commission qui recherche un cadre équilibré, garantissant les droits fondamentaux et encourageant le développement d’une IA de confiance.
Elle note comme particulièrement positif le projet de confier aux autorités de contrôle du secteur financier la mission de surveillance des IA à risque du secteur. Cette mesure permettra en effet d’assurer la cohérence du contrôle, d’une part, des exigences découlant de ce projet de règlement et, d’autre part, des obligations sectorielles de contrôle interne et de gouvernance qui s’appliquent aux processus intégrant les algorithmes d’IA.
L’ACPR souligne que la règlementation financière inclut non seulement des mesures de protection des clients mais également des mesures de gouvernance et de contrôle des risques destinées à assurer la stabilité et la confiance dans le secteur financier. Les risques de l’IA dans le secteur doivent donc être envisagés sous ces deux aspects, alors que le projet insiste principalement sur les droits fondamentaux et donc sur certains des risques seulement susceptibles d’affecter directement les clients du secteur financier.
En outre, l’ACPR s’interroge sur les raisons de la classification de l’activité de crédit dans la catégorie à haut risque. La législation européenne n’a pas institué de droit au crédit et les risques de discrimination, déjà existants avec les techniques traditionnelles de sélection et de tarification, lui paraissent comparables à ceux d’autres activités financières (épargne, assurance). Ils n’ont jusqu’à ce jour pas été considérés comme justifiant des mesures législatives européennes particulières.
L’octroi de crédit, tout comme d’autres activités du secteur financier, doit être maîtrisé par les entreprises du secteur au double titre du contrôle des risques et de la protection de la clientèle. C’est dans ce cadre qu’il conviendrait d’inscrire le contrôle de l’usage de l’IA dans ce domaine.
Au plan technique, l’ACPR approuve les principes édictés au chapitre II du projet. Leur mise en pratique, s’agissant notamment des risques résiduels (article 9), des jeux de données (article 10) ou de la mesure des biais (article 15), dépend d’un état de l’art très évolutif. Une attention particulière devra donc être portée aux standards techniques de mise en œuvre et à leur actualisation, afin qu’ils ne dénaturent pas l’équilibre entre protection et développement technologique recherché par le règlement. Un point peut-être à préciser dans le secteur financier sera la répartition des responsabilités entre fournisseur et utilisateur d’IA lorsque l’utilisateur est un établissement réglementé et que son fournisseur est un prestataire de services essentiels.
Les sujets que l’ACPR a identifiés comme prioritaires dans ses propres travaux sur l’IA sont ceux de la gouvernance, de l’auditabilité et de l’explicabilité des algorithmes (rapport de 2020 joint à cette réponse). À cet égard, la question de l’interaction homme-machine se pose dans de nombreux cas, même pour l’IA qui n’est pas à haut risque. L’ACPR se félicite que le projet de règlement aborde cette question dans l’article 14 (« contrôle humain »). L’ACPR s’interroge toutefois sur la justification du point 5 de cet article, qui requiert l’intervention d’« au moins deux personnes physiques » dans les processus d’identification biométrique. En premier lieu, le champ couvert par cette exigence semble englober de très nombreux cas d’usage du quotidien et pas seulement les cas de reconnaissance faciale. En second lieu, pour donner de réelles garanties, l’intervention humaine doit être pertinente compte tenu des processus effectivement mis en œuvre. En d’autres termes, imposer un critère quantitatif à l’intervention humaine est davantage susceptible d’augmenter les coûts que de garantir la maîtrise des risques liés à ces processus.",PUBLISHED,large,Laurent,COM(2021)206,2021-07-28 14:17:46,withinfo,24212003,closed,,national,authority
en,2663268,BEL,ngo,European Disability Forum (EDF),Hakobyan,"We welcome the European Commission’s proposal for regulating Artificial Intelligence (AI) in the EU. The proposed Regulation for AI will help ensure protection of fundamental rights of persons with disabilities in the context of new technologies. The Regulation can also help promote AI that will improve accessibility for persons with disabilities and support their participation in society. To ensure this, however, the Commission proposal needs significant improvements with strong safeguards against discriminatory AI systems and practices, and proactive measures to promote AI that will benefit accessibility and equality of persons with disabilities. 
In view of this, the EU AI Regulation must:
•	address discrimination, privacy, and safety and liability-related risks posed by AI 
•	include horizontal and mainstreamed accessibility requirements for AI systems irrespective of level of risk, including for AI-related information and instruction manuals, consistent with exiting EU accessibility legislation, notably with the European Accessibility Act
•	ensure that privacy and data protection of all persons with disabilities, including of persons with intellectual, psychosocial disabilities, or mental ill-health, are protected when their data is processed by AI systems
•	set effective, accessible for persons with disabilities, measures for individuals to be informed when their data is being gathered and possibility to inquire and object to processing of such data by AI systems. The possibility of objecting to one’s data collection should offer this option in a meaningful way. 
•	forbid:
o	use of AI for remote biometric identification by public and private entities in publicly accessible spaces
o	development and use of AI systems for military purposes
o	use of AI for emotion recognition by public authorities and private entities
o	use of AI for predictive policing 
•	limit the definition of biometric categorisation by AI systems to biometric features which are tangible and do not risk reinforcing stereotypes and false assumptions (e.g. assumption of someone’s gender based on pitch of their voice; categorizing subjective characteristics such as political opinion, sexuality)
•	limit the areas of high-risk AI use and instead ban several of the practices listed in Annex III after meaningful discussion between EU lawmakers and relevant civil society organisations, including organisations of persons with disabilities 
•	ensure independent third-party conformity assessment for all providers and users of (potentially) high-risk AI systems
•	include accessibility checks as part of conformity assessment 
•	include measures for third-party independent assessment of impact of AI systems and their use on fundamental rights
•	include a chapter dedicated to the protection of fundamental rights of citizens within the context of AI application, including measures to flag issues, file complaints, including collective complaints and complaints launched by civil society actors on behalf of individuals, and seek remedies in case of abuse 
•	ensure that such measures are accessible for persons with disabilities
•	ensure that EU-based AI providers and users whose outputs effect individuals outside of the European Union are subject to same requirements as those whose outputs effect persons within the Union
•	require AI developers to meaningfully involve experts with disabilities, accessibility experts, and other rights-holders, in the design and development of AI systems, and to ensure diversity of development teams
•	include requirements for proactive measures by the EU and Member States to support excellence of European AI development for the benefit of citizens, such as allocating funds for the development of AI-based assistive technologies for persons with disabilities, accessibility skill-building and digital rights awareness campaigns, and prioritizing projects led by organisations of persons with disabilities and accessibility experts. ",PUBLISHED,small,Mher,COM(2021)206,2021-07-28 12:37:26,withinfo,24212003,closed,57868523887-16,,
de,2663263,DEU,business_association,BDA - Bundesvereinigung der Deutschen Arbeitgeberverbände,,Please see our feedback attached.,PUBLISHED,medium,,COM(2021)206,2021-07-28 11:54:42,anonymous,24212003,closed,7749519702-29,,
fr,2663256,FRA,business_association,AFNUM - Alliance Française des Industries du Numérique,Grojean,Please find attached the feedback from AFNUM - The French Alliance for Digital Industries - for the Artificiation Intelligence Act. ,PUBLISHED,micro,Clara,COM(2021)206,2021-07-28 10:14:15,withinfo,24212003,closed,,,
en,2663157,CHN,company,"Hangzhou Hikvision Digital Technology Co., Ltd.",Chen,Please find HIKVISION submission in attachment. ,PUBLISHED,large,Vivian,COM(2021)206,2021-07-27 16:36:50,withinfo,24212003,closed,,,
en,2663127,BEL,ngo,Eurocities,bordelot,"The Artificial Intelligence Act proposal is a crucial legislative initiative to create the conditions for a safe development and deployment of AI, based on European democratic values and in respect of people’s fundamental rights across Europe’s cities. 

AI is an enabler of change for local governments. City authorities recognise the great potential of AI technologies for public services development and delivery in sectors such as health, education and transportation. City authorities positively evaluate the clear set of horizontal mandatory requirements for trustworthy AI allowing for both more ethics-oriented and effective application of AI. However, AI adoption in cities is a long and costly process. Good data collection, processing, management and opening is expensive and requires specific, high-level competences as well as new governance approaches. A broader uptake of AI technology locally requires intensive financial investment from the national and EU level to ensure adequate technological and skills development in city administrations.

Local governments are in favour of having an extensive definition of AI which encompasses any AI system that touches the single market allowing for a complete and effective regulation. Local governments positively evaluate the risk-approach taken in the artificial intelligence act and the position taken for some uses that are unacceptable and must be prohibited. City authorities also recognise the proposal has taken a significant step forward on facial recognition banning practices such as social credit and any other forms of social scoring. However, on large-scale surveillance in its provisions regarding real-time biometric recognition systems, an outright ban on mass biometric surveillance systems should be put in place until there is evidence that these systems are respectful of fundamental rights. 

Local governments positively value high-risk systems must comply with European health, safety, and environmental protection standards and stress the need for an inclusive and coordinated approach for the development of new common specifications that includes cities. For local governments citizens’ needs must be the starting point of the AI standardisation and common specification development process. City authorities are also in favour high-risk systems undergo conformity assessment however they consider the proposal allows a too wide scope for self-regulation by companies. The majority of requirements in the proposal rely on AI developers to implement technical solutions to complex social issues, which are likely self assessed by the companies themselves. For local governments, conformity with AI standards cannot be left in the hands of private companies providing AI technology. Therefore, for cities, the EU has to adequately invest in the appropriate, independent mechanisms to guarantee that all AI providers meet EU standards.

Local authorities support the creation of a European Artificial Intelligence Board, chaired by the European Commission, to issue recommendations and opinions related to the implementation of the regulation as well as to collect and share best practices. Through experimentation and early adoption of AI, city governments identify possible safety and fundamental rights risks and provide opinions and key recommendations for a correct implementation of the EU rules. With their access to universities, companies and infrastructures, and acting as open participation and collaboration platforms, using and making data and information available are best place to collect and share good practices.  Therefore, local governments should explicitly be involved as official stakeholders for consultation in the Board. 
",PUBLISHED,medium,Federica,COM(2021)206,2021-07-27 12:57:11,withinfo,24212003,closed,12493392840-79,,
en,2663125,BEL,business_association,APPLiA (Home Appliance Europe),ZAKRZEWSKI,"APPLiA would like to use the opportunity given in this consultation and comment on two important elements of the draft AI Regulation: 
1.	Article 6 - Classification rules for high-risk AI systems - Only products which basic safety features are secured ONLY by the AI system should be considered high-risk in this classification. If basic safety functions required by e.g. LVD and RED are fully secured outside AI system and AI systems provides ONLY additional, non-essential safety function, then the product should not be considered high-risk. Detailed proposal for amendments in the Attachment 
2.	Article 41 - Common specifications - All actors involved in the standardisation process should have very clear overview in what situations the “implementing acts path” can be initiated. It cannot be arbitrary or left to subjective assessment of one party in the system. Detailed proposal for amendments in the Attachment 
",PUBLISHED,small,Michał,COM(2021)206,2021-07-27 12:40:05,withinfo,24212003,closed,04201463642-88,,
